Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilCount,Price_per_sqm
Camberwell,1088 Toorak Rd,8,h,2200000.0,PI,Ross,8/07/2017,7.7,3124.0,8.0,8.0,4.0,650.0,225.0,2009.0,Airport West,-37.84812,145.07414,Southern Metropolitan,8920.0,1257,2514.285714285714
Camberwell,15 Gilbert Pde,3,h,1650000.0,SP,Marshall,12/08/2017,7.7,3124.0,3.0,2.0,2.0,456.0,115.0,1938.0,Airport West,-37.84349,145.07367,Southern Metropolitan,8920.0,1257,2889.6672504378284
Camberwell,22 Kingsley St,5,h,3190000.0,S,Marshall,12/08/2017,7.7,3124.0,5.0,4.0,2.0,788.0,283.0,1970.0,Airport West,-37.82831,145.06581,Southern Metropolitan,8920.0,1257,2978.5247432306255
Camberwell,4 Lynden St,3,h,1830000.0,S,Ham,22/07/2017,7.7,3124.0,3.0,2.0,4.0,605.0,282.0,1980.0,Airport West,-37.83856,145.08602,Southern Metropolitan,8920.0,1257,2063.1341600901915
Camberwell,78 Fordham Av,5,h,2400000.0,VB,Marshall,29/07/2017,7.7,3124.0,5.0,2.0,0.0,633.0,130.0,1939.0,Airport West,-37.84115,145.0743,Southern Metropolitan,8920.0,1257,3145.478374836173
Camberwell,6 Regent St,4,h,2500000.0,VB,Fletchers,29/07/2017,7.7,3124.0,4.0,2.0,3.0,947.0,225.0,1930.0,Airport West,-37.84403,145.09545,Southern Metropolitan,8920.0,1257,2133.1058020477817
Camberwell,78 Bowen St,4,h,4060000.0,S,Kay,3/09/2017,7.7,3124.0,4.0,3.0,2.0,947.0,225.0,1930.0,Airport West,-37.84457,145.06218,Southern Metropolitan,8920.0,1257,3464.1638225255974
Camberwell,19 Davis Av,6,h,2835000.0,SP,Noel,16/09/2017,7.7,3124.0,6.0,3.0,2.0,794.0,283.0,1970.0,Airport West,-37.84317,145.05688,Southern Metropolitan,8920.0,1257,2632.311977715877
Camberwell,31 Kasouka Rd,3,h,2770000.0,S,Marshall,16/09/2017,7.7,3124.0,3.0,2.0,2.0,593.0,213.0,1991.0,Airport West,-37.83176,145.0652,Southern Metropolitan,8920.0,1257,3436.7245657568237
Camberwell,9 Lofty Av,5,h,2450000.0,VB,Jellis,16/09/2017,7.7,3124.0,5.0,3.0,2.0,570.0,239.0,1926.0,Airport West,-37.84136,145.08149,Southern Metropolitan,8920.0,1257,3028.4301606922127
Camberwell,15 Tyne St,4,h,2850000.0,S,Jellis,23/09/2017,7.7,3124.0,4.0,2.0,8.0,905.0,146.0,1960.0,Airport West,-37.84578,145.08436,Southern Metropolitan,8920.0,1257,2711.7031398667937
Camberwell,3 Wiringa Av,5,h,2800000.0,VB,Marshall,23/09/2017,7.7,3124.0,5.0,2.0,2.0,768.0,254.0,1990.0,Airport West,-37.83825,145.08163000000005,Southern Metropolitan,8920.0,1257,2739.72602739726
Camberwell,1 Trafalgar Rd,4,h,2385000.0,S,Marshall,26/08/2017,7.7,3124.0,4.0,2.0,2.0,671.0,176.0,1914.0,Airport West,-37.8296,145.06441999999996,Southern Metropolitan,8920.0,1257,2815.8205430932703
Canterbury,18 Irilbarra Rd,4,h,2950000.0,S,Marshall,3/09/2016,9.0,3126.0,4.0,2.0,2.0,687.0,215.0,1935.0,Airport West,-37.8186,145.0706,Southern Metropolitan,3265.0,1257,3270.509977827051
Canterbury,33 Myrtle Rd,3,h,1587500.0,S,Marshall,3/12/2016,9.0,3126.0,3.0,1.0,1.0,459.0,130.0,1920.0,Airport West,-37.8265,145.072,Southern Metropolitan,3265.0,1257,2695.246179966044
Canterbury,1/28 Milton St,2,h,765000.0,S,Jellis,4/03/2017,9.0,3126.0,2.0,1.0,1.0,543.0,130.0,1935.0,Airport West,-37.8295,145.0774,Southern Metropolitan,3265.0,1257,1136.701337295691
Canterbury,2 McGregor St,4,h,2375000.0,S,Jellis,7/05/2016,9.0,3126.0,4.0,2.0,1.0,653.0,229.0,1910.0,Airport West,-37.8292,145.0852,Southern Metropolitan,3265.0,1257,2692.7437641723354
Canterbury,31 Rubens Gr,5,h,2900000.0,PI,Jellis,7/05/2016,9.0,3126.0,5.0,2.0,2.0,795.0,297.0,1910.0,Airport West,-37.8181,145.0668,Southern Metropolitan,3265.0,1257,2655.677655677656
Canterbury,5 Dorothea St,2,h,1305000.0,S,Jellis,8/10/2016,9.0,3126.0,2.0,1.0,1.0,342.0,104.0,1945.0,Airport West,-37.8326,145.08100000000005,Southern Metropolitan,3265.0,1257,2926.0089686098654
Canterbury,3 Monomeath Pl,4,h,4350000.0,S,Marshall,8/10/2016,9.0,3126.0,4.0,3.0,3.0,788.0,297.0,1910.0,Airport West,-37.8215,145.0731,Southern Metropolitan,3265.0,1257,4009.2165898617513
Canterbury,1b Daphne St,3,h,928000.0,S,Fletchers,10/09/2016,9.0,3126.0,3.0,2.0,1.0,145.0,140.0,1998.0,Airport West,-37.8233,145.0769,Southern Metropolitan,3265.0,1257,3256.1403508771928
Canterbury,13 Byron St,5,h,2930000.0,S,Jellis,10/12/2016,9.0,3126.0,5.0,3.0,4.0,645.0,222.0,2005.0,Airport West,-37.8317,145.0738,Southern Metropolitan,3265.0,1257,3379.4694348327566
Canterbury,21 Compton St,4,h,2950000.0,PI,Jellis,10/12/2016,9.0,3126.0,4.0,2.0,3.0,812.0,173.0,1927.0,Airport West,-37.8323,145.0842,Southern Metropolitan,3265.0,1257,2994.92385786802
Canterbury,29 Rubens Gr,4,h,3800000.0,PI,Marshall,11/02/2017,9.0,3126.0,4.0,1.0,1.0,858.0,250.0,1910.0,Airport West,-37.8183,145.0667,Southern Metropolitan,3265.0,1257,3429.6028880866425
Canterbury,8 Dudley Pde,5,h,2350000.0,VB,Jellis,15/10/2016,9.0,3126.0,5.0,2.0,4.0,838.0,282.0,1910.0,Airport West,-37.8252,145.0721,Southern Metropolitan,3265.0,1257,2098.214285714286
Canterbury,21 Marden St,3,h,1640000.0,PI,Marshall,15/10/2016,9.0,3126.0,3.0,3.0,2.0,352.0,207.0,1997.0,Airport West,-37.827,145.0737,Southern Metropolitan,3265.0,1257,2933.8103756708406
Canterbury,47 Warburton Rd,3,h,1680000.0,S,Fletchers,17/09/2016,9.0,3126.0,3.0,2.0,1.0,325.0,197.0,1910.0,Airport West,-37.826,145.0729,Southern Metropolitan,3265.0,1257,3218.390804597701
Canterbury,55 Warburton Rd,3,h,1385000.0,S,Jellis,18/06/2016,9.0,3126.0,2.0,1.0,1.0,444.0,130.0,1910.0,Airport West,-37.826,145.0734,Southern Metropolitan,3265.0,1257,2412.891986062718
Canterbury,12a View St,3,h,1850000.0,PI,Marshall,26/07/2016,9.0,3126.0,3.0,2.0,2.0,361.0,216.0,1995.0,Airport West,-37.8206,145.0785,Southern Metropolitan,3265.0,1257,3206.2391681109184
Canterbury,2A Erica St,2,h,1800000.0,VB,Jellis,27/11/2016,9.0,3126.0,2.0,1.0,3.0,716.0,215.0,1920.0,Airport West,-37.8213,145.079,Southern Metropolitan,3265.0,1257,1933.404940923738
Canterbury,1/29 Logan St,3,h,1800000.0,S,Jellis,27/11/2016,9.0,3126.0,3.0,2.0,2.0,316.0,197.0,1986.0,Airport West,-37.8273,145.0786,Southern Metropolitan,3265.0,1257,3508.7719298245615
Canterbury,35 Myrtle Rd,4,h,3145000.0,S,RW,27/11/2016,9.0,3126.0,4.0,2.0,2.0,796.0,276.0,2012.0,Airport West,-37.8266,145.072,Southern Metropolitan,3265.0,1257,2933.768656716418
Canterbury,14 Rubens Gr,5,h,3115000.0,SP,Fletchers,8/04/2017,9.0,3126.0,5.0,3.0,0.0,715.0,215.0,1920.0,Airport West,-37.8192,145.067,Southern Metropolitan,3265.0,1257,3349.462365591398
Canterbury,25 Faversham Rd,4,h,2510000.0,PI,Kay,13/05/2017,9.0,3126.0,4.0,3.0,2.0,789.0,297.0,1910.0,Airport West,-37.8214,145.0843,Southern Metropolitan,3265.0,1257,2311.233885819521
Canterbury,17 View St,3,h,3725000.0,S,Marshall,13/05/2017,9.0,3126.0,3.0,2.0,2.0,857.0,250.0,1910.0,Airport West,-37.8203,145.0785,Southern Metropolitan,3265.0,1257,3364.9503161698285
Canterbury,15 Compton St,3,h,2050000.0,PI,Noel,3/06/2017,8.4,3126.0,3.0,2.0,3.0,779.0,297.0,1910.0,Airport West,-37.83271,145.08414,Southern Metropolitan,3265.0,1257,1905.2044609665427
Canterbury,43 Matlock St,3,h,1930000.0,S,Marshall,27/05/2017,8.4,3126.0,3.0,2.0,1.0,359.0,119.0,1910.0,Airport West,-37.8279,145.07403,Southern Metropolitan,3265.0,1257,4037.6569037656905
Canterbury,6 Maysia St,4,h,2408000.0,S,Jellis,27/05/2017,8.4,3126.0,4.0,2.0,2.0,654.0,221.0,1945.0,Airport West,-37.83208,145.07533,Southern Metropolitan,3265.0,1257,2752.0
Canterbury,13 Golding St,4,h,2100000.0,S,Noel,12/08/2017,8.4,3126.0,4.0,2.0,4.0,544.0,130.0,1935.0,Airport West,-37.82794000000001,145.08435,Southern Metropolitan,3265.0,1257,3115.727002967359
Canterbury,3 Leeds St,4,h,2725000.0,SA,Kay,12/08/2017,8.4,3126.0,4.0,2.0,2.0,650.0,275.0,2006.0,Airport West,-37.83057,145.08482,Southern Metropolitan,3265.0,1257,2945.945945945946
Canterbury,11 Parlington St,4,h,3250000.0,VB,Jellis,12/08/2017,8.4,3126.0,4.0,2.0,3.0,855.0,250.0,1910.0,Airport West,-37.82024000000001,145.06172,Southern Metropolitan,3265.0,1257,2941.176470588235
Canterbury,17 McGregor St,4,h,3130000.0,S,Jellis,9/09/2017,8.4,3126.0,4.0,2.0,2.0,618.0,222.0,2005.0,Airport West,-37.82875,145.08403,Southern Metropolitan,3265.0,1257,3726.190476190476
Canterbury,34 Maysia St,5,h,2550000.0,PI,RT,19/08/2017,8.4,3126.0,5.0,2.0,4.0,692.0,215.0,1935.0,Airport West,-37.83254,145.07907,Southern Metropolitan,3265.0,1257,2811.466372657111
Canterbury,10 Beaumont St,3,h,1935000.0,S,Jellis,26/08/2017,8.4,3126.0,3.0,2.0,2.0,449.0,130.0,1915.0,Airport West,-37.82359,145.0693,Southern Metropolitan,3265.0,1257,3341.9689119170985
Glen Iris,6 Beatrice St,3,h,1735000.0,S,hockingstuart,3/09/2016,9.2,3146.0,3.0,2.0,3.0,680.0,170.0,1935.0,Airport West,-37.854,145.0832,Southern Metropolitan,10412.0,1257,2041.1764705882354
Glen Iris,57 Brandon St,2,h,1699000.0,S,Jellis,3/09/2016,9.2,3146.0,3.0,1.0,2.0,653.0,230.0,1925.0,Airport West,-37.8573,145.077,Southern Metropolitan,10412.0,1257,1924.1223103057757
Glen Iris,28 Alfred Rd,4,h,1800000.0,VB,Marshall,3/12/2016,9.2,3146.0,4.0,2.0,2.0,868.0,217.0,1930.0,Airport West,-37.8522,145.0893,Southern Metropolitan,10412.0,1257,1658.9861751152073
Glen Iris,62 Staughton Rd,4,h,1998000.0,S,J,3/12/2016,9.2,3146.0,4.0,2.0,1.0,739.0,183.0,2002.0,Airport West,-37.8513,145.0601,Southern Metropolitan,10412.0,1257,2167.0281995661603
Glen Iris,43 Pascoe St,3,h,1780000.0,S,hockingstuart,4/03/2017,9.2,3146.0,3.0,1.0,2.0,627.0,188.0,1951.0,Airport West,-37.8599,145.0898,Southern Metropolitan,10412.0,1257,2184.0490797546013
Glen Iris,2/11 Peace St,3,h,1425000.0,S,Marshall,4/03/2017,9.2,3146.0,3.0,2.0,2.0,217.0,163.0,2006.0,Airport West,-37.8639,145.0641,Southern Metropolitan,10412.0,1257,3750.0
Glen Iris,48 Alfred Rd,3,h,1530000.0,S,Jellis,4/06/2016,9.2,3146.0,3.0,1.0,1.0,753.0,118.0,1940.0,Airport West,-37.8543,145.0889,Southern Metropolitan,10412.0,1257,1756.601607347876
Glen Iris,45 Charles St,2,h,1500000.0,S,Marshall,4/06/2016,9.2,3146.0,3.0,1.0,2.0,660.0,212.0,1930.0,Airport West,-37.8536,145.0911,Southern Metropolitan,10412.0,1257,1720.1834862385322
Glen Iris,6 Chester St,3,h,1360000.0,PI,Fletchers,4/06/2016,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Airport West,-37.852,145.0942,Southern Metropolitan,10412.0,1257,1622.9116945107398
Glen Iris,22 Renwick St,4,h,2325000.0,PI,Marshall,4/06/2016,9.2,3146.0,4.0,3.0,2.0,638.0,314.0,1930.0,Airport West,-37.8523,145.0726,Southern Metropolitan,10412.0,1257,2442.2268907563025
Glen Iris,10 Hazeldine Rd,4,h,2538000.0,S,Marshall,6/08/2016,9.2,3146.0,4.0,2.0,3.0,630.0,314.0,2000.0,Airport West,-37.856,145.0691,Southern Metropolitan,10412.0,1257,2688.5593220338983
Glen Iris,6 Chester St,3,h,1600000.0,VB,Fletchers,7/05/2016,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Airport West,-37.852,145.0942,Southern Metropolitan,10412.0,1257,1909.307875894988
Glen Iris,7 Flowerdale Rd,3,h,2100000.0,VB,Marshall,7/05/2016,9.2,3146.0,3.0,2.0,2.0,904.0,217.0,1910.0,Airport West,-37.856,145.0705,Southern Metropolitan,10412.0,1257,1873.327386262266
Glen Iris,48 Martin Rd,3,h,2115000.0,S,Jellis,7/05/2016,9.2,3146.0,4.0,2.0,2.0,745.0,157.0,1920.0,Airport West,-37.8501,145.059,Southern Metropolitan,10412.0,1257,2344.789356984479
Glen Iris,73 Pascoe St,3,h,1700000.0,S,Jellis,7/05/2016,9.2,3146.0,3.0,2.0,2.0,625.0,188.0,1951.0,Airport West,-37.8602,145.0925,Southern Metropolitan,10412.0,1257,2091.020910209102
Glen Iris,12 Walerna Rd,3,h,1750000.0,S,Jellis,7/05/2016,9.2,3146.0,3.0,2.0,2.0,652.0,230.0,1925.0,Airport West,-37.8556,145.06799999999996,Southern Metropolitan,10412.0,1257,1984.126984126984
Glen Iris,1/9 Myrniong St,3,h,967500.0,S,Marshall,7/11/2016,9.2,3146.0,3.0,2.0,1.0,233.0,163.0,1910.0,Airport West,-37.8515,145.0938,Southern Metropolitan,10412.0,1257,2443.181818181818
Glen Iris,192 Tooronga Rd,4,h,2077000.0,S,RT,7/11/2016,9.2,3146.0,4.0,2.0,3.0,553.0,143.0,1910.0,Airport West,-37.8589,145.0413,Southern Metropolitan,10412.0,1257,2984.1954022988507
Glen Iris,34 Yeovil Rd,4,h,2850000.0,S,Jellis,7/11/2016,9.2,3146.0,4.0,3.0,2.0,1184.0,305.0,1935.0,Airport West,-37.8526,145.0848,Southern Metropolitan,10412.0,1257,1914.0362659503023
Glen Iris,1/46 Iris Rd,3,h,1222000.0,S,Marshall,8/10/2016,9.2,3146.0,3.0,1.0,1.0,215.0,163.0,2006.0,Airport West,-37.85,145.05700000000004,Southern Metropolitan,10412.0,1257,3232.804232804233
Glen Iris,39 Welfare Pde,4,h,1550000.0,S,Marshall,8/10/2016,9.2,3146.0,3.0,2.0,2.0,662.0,212.0,1988.0,Airport West,-37.8588,145.0832,Southern Metropolitan,10412.0,1257,1773.4553775743707
Glen Iris,423 Burke Rd,3,h,1660000.0,S,Christopher,10/09/2016,9.2,3146.0,3.0,1.0,2.0,297.0,111.0,1930.0,Airport West,-37.847,145.0535,Southern Metropolitan,10412.0,1257,4068.627450980392
Glen Iris,2 Celia St,6,h,2250000.0,VB,Gary,10/09/2016,9.2,3146.0,5.0,3.0,2.0,650.0,266.0,1940.0,Airport West,-37.8534,145.0785,Southern Metropolitan,10412.0,1257,2456.3318777292575
Glen Iris,27 Pascoe St,3,h,1510000.0,PI,hockingstuart,10/09/2016,9.2,3146.0,3.0,2.0,2.0,370.0,26.0,1999.0,Airport West,-37.8597,145.0883,Southern Metropolitan,10412.0,1257,3813.131313131313
Glen Iris,5 Charles St,4,h,2010000.0,S,Marshall,10/12/2016,9.2,3146.0,4.0,2.0,2.0,659.0,212.0,1930.0,Airport West,-37.8509,145.0916,Southern Metropolitan,10412.0,1257,2307.6923076923076
Glen Iris,26 Gardiner Pde,4,h,2975000.0,S,Marshall,10/12/2016,9.2,3146.0,4.0,3.0,4.0,0.0,30.0,1930.0,Airport West,-37.8541,145.0643,Southern Metropolitan,10412.0,1257,99166.66666666667
Glen Iris,15 Pascoe St,3,h,1275000.0,VB,Tim,10/12/2016,9.2,3146.0,3.0,2.0,2.0,669.0,212.0,1920.0,Airport West,-37.8596,145.0871,Southern Metropolitan,10412.0,1257,1447.2190692395006
Glen Iris,56 Brandon St,3,h,1820000.0,S,Jellis,12/11/2016,9.2,3146.0,3.0,1.0,3.0,650.0,136.0,1930.0,Airport West,-37.8571,145.0766,Southern Metropolitan,10412.0,1257,2315.5216284987278
Glen Iris,20 Howitt St,4,h,2376000.0,S,Jellis,12/11/2016,9.2,3146.0,4.0,2.0,2.0,652.0,230.0,1925.0,Airport West,-37.8479,145.0557,Southern Metropolitan,10412.0,1257,2693.877551020408
Glen Iris,20 Howie St,3,h,1875000.0,S,Marshall,13/08/2016,9.2,3146.0,3.0,2.0,3.0,607.0,140.0,1930.0,Airport West,-37.8534,145.0735,Southern Metropolitan,10412.0,1257,2510.0401606425703
Glen Iris,294 Tooronga Rd,3,h,1430000.0,S,Marshall,13/08/2016,9.2,3146.0,3.0,3.0,2.0,385.0,255.0,1980.0,Airport West,-37.8524,145.0425,Southern Metropolitan,10412.0,1257,2234.375
Glen Iris,20 Charles St,6,h,2300000.0,S,Fletchers,14/05/2016,9.2,3146.0,6.0,2.0,2.0,0.0,30.0,1930.0,Airport West,-37.8519,145.091,Southern Metropolitan,10412.0,1257,76666.66666666667
Glen Iris,16 Flowerdale Rd,5,h,2000000.0,PI,Marshall,14/05/2016,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,Airport West,-37.8563,145.0709,Southern Metropolitan,10412.0,1257,2118.64406779661
Glen Iris,130 High St,4,h,1550000.0,PI,Jellis,14/05/2016,9.2,3146.0,4.0,0.0,0.0,769.0,155.0,1960.0,Airport West,-37.8628,145.0734,Southern Metropolitan,10412.0,1257,1677.4891774891776
Glen Iris,2 Celia St,5,h,1960000.0,PI,Gary,15/10/2016,9.2,3146.0,5.0,3.0,2.0,650.0,266.0,1940.0,Airport West,-37.8534,145.0785,Southern Metropolitan,10412.0,1257,2139.7379912663755
Glen Iris,67 Celia St,4,h,1700000.0,PI,Fletchers,15/10/2016,9.2,3146.0,4.0,3.0,1.0,650.0,266.0,1946.0,Airport West,-37.8581,145.078,Southern Metropolitan,10412.0,1257,1855.8951965065503
Glen Iris,2/67 Staughton Rd,3,h,1375000.0,S,Marshall,15/10/2016,9.2,3146.0,3.0,2.0,2.0,328.0,176.0,1990.0,Airport West,-37.8529,145.0605,Southern Metropolitan,10412.0,1257,2728.1746031746034
Glen Iris,27 Celia St,3,h,1825000.0,S,Fletchers,17/09/2016,9.2,3146.0,3.0,1.0,2.0,652.0,230.0,1925.0,Airport West,-37.8552,145.0785,Southern Metropolitan,10412.0,1257,2069.1609977324265
Glen Iris,116 High St,5,h,2825000.0,PI,Jellis,17/09/2016,9.2,3146.0,5.0,4.0,4.0,802.0,206.0,2013.0,Airport West,-37.8627,145.0719,Southern Metropolitan,10412.0,1257,2802.5793650793653
Glen Iris,27 Sunhill Rd,4,h,1825000.0,S,RT,17/09/2016,9.2,3146.0,3.0,3.0,2.0,366.0,26.0,1999.0,Airport West,-37.8503,145.0586,Southern Metropolitan,10412.0,1257,4655.6122448979595
Glen Iris,8 Morell St,4,h,2016000.0,S,Jellis,18/03/2017,9.2,3146.0,4.0,2.0,3.0,733.0,138.0,1950.0,Airport West,-37.8561,145.0864,Southern Metropolitan,10412.0,1257,2314.580941446613
Glen Iris,23 Somerset Rd,3,h,1770000.0,SP,Noel,18/03/2017,9.2,3146.0,3.0,1.0,3.0,603.0,246.0,2007.0,Airport West,-37.8503,145.0754,Southern Metropolitan,10412.0,1257,2084.8056537102475
Glen Iris,10 Yeovil Rd,3,h,1765000.0,S,Philip,18/03/2017,9.2,3146.0,3.0,1.0,2.0,650.0,136.0,1930.0,Airport West,-37.8505,145.0852,Southern Metropolitan,10412.0,1257,2245.547073791349
Glen Iris,14 Rosedale Rd,3,h,2000000.0,PI,Jellis,18/06/2016,9.2,3146.0,2.0,1.0,2.0,821.0,206.0,2013.0,Airport West,-37.8581,145.0685,Southern Metropolitan,10412.0,1257,1947.4196689386563
Glen Iris,17 Rosedale Rd,2,h,1600000.0,PI,Noel,18/06/2016,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,Airport West,-37.858,145.0696,Southern Metropolitan,10412.0,1257,1773.8359201773835
Glen Iris,20 Ruskin Rd,3,h,1880000.0,S,RT,18/06/2016,9.2,3146.0,3.0,2.0,2.0,668.0,212.0,1920.0,Airport West,-37.8489,145.0711,Southern Metropolitan,10412.0,1257,2136.3636363636365
Glen Iris,15 Howitt St,4,h,3010000.0,S,Kay,24/09/2016,9.2,3146.0,3.0,3.0,2.0,677.0,170.0,1910.0,Airport West,-37.8476,145.0554,Southern Metropolitan,10412.0,1257,3553.719008264463
Glen Iris,98 Bath Rd,4,h,1950000.0,SP,Marshall,25/02/2017,9.2,3146.0,4.0,2.0,2.0,775.0,155.0,1960.0,Airport West,-37.8561,145.0934,Southern Metropolitan,10412.0,1257,2096.7741935483873
Glen Iris,28 Ferndale Rd,3,h,2200000.0,S,Marshall,25/02/2017,9.2,3146.0,3.0,1.0,2.0,700.0,142.0,1930.0,Airport West,-37.8553,145.0711,Southern Metropolitan,10412.0,1257,2612.826603325416
Glen Iris,32 Howie St,3,h,1751000.0,S,Jellis,25/02/2017,9.2,3146.0,3.0,1.0,3.0,609.0,140.0,1930.0,Airport West,-37.8542,145.0733,Southern Metropolitan,10412.0,1257,2337.7837116154874
Glen Iris,8 Rix St,3,h,1500000.0,S,RT,25/02/2017,9.2,3146.0,3.0,1.0,3.0,401.0,107.0,1935.0,Airport West,-37.8471,145.05100000000004,Southern Metropolitan,10412.0,1257,2952.755905511811
Glen Iris,78 Valley Pde,4,h,2725000.0,S,Marshall,25/02/2017,9.2,3146.0,4.0,3.0,2.0,603.0,246.0,2007.0,Airport West,-37.8521,145.0657,Southern Metropolitan,10412.0,1257,3209.658421672556
Glen Iris,8 Hadley Ct,2,h,1723000.0,S,Jellis,26/07/2016,9.2,3146.0,2.0,1.0,1.0,553.0,169.0,1910.0,Airport West,-37.8464,145.0511,Southern Metropolitan,10412.0,1257,2386.426592797784
Glen Iris,21 Beatrice St,3,h,1665000.0,S,hockingstuart,27/06/2016,9.2,3146.0,3.0,1.0,2.0,685.0,143.0,1941.0,Airport West,-37.8538,145.0842,Southern Metropolitan,10412.0,1257,2010.8695652173913
Glen Iris,44A Beryl St,3,h,1550000.0,S,Jellis,27/11/2016,9.2,3146.0,3.0,2.0,2.0,307.0,111.0,1940.0,Airport West,-37.8531,145.086,Southern Metropolitan,10412.0,1257,3708.133971291866
Glen Iris,53 Madeline St,4,h,1920000.0,S,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,706.0,134.0,1940.0,Airport West,-37.8573,145.0904,Southern Metropolitan,10412.0,1257,2285.714285714286
Glen Iris,21 Park Rd,5,h,2100000.0,S,Jellis,27/11/2016,9.2,3146.0,5.0,3.0,2.0,696.0,248.0,1989.0,Airport West,-37.8478,145.0566,Southern Metropolitan,10412.0,1257,2224.576271186441
Glen Iris,30 Valley Pde,4,h,2100000.0,PI,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,645.0,216.0,1930.0,Airport West,-37.8516,145.061,Southern Metropolitan,10412.0,1257,2439.0243902439024
Glen Iris,1 Rosedale Rd,4,h,1390000.0,S,Noel,28/05/2016,9.2,3146.0,3.0,2.0,3.0,397.0,170.0,1980.0,Airport West,-37.8578,145.06799999999996,Southern Metropolitan,10412.0,1257,2451.4991181657847
Glen Iris,59 Staughton Rd,4,h,1802000.0,S,J,28/05/2016,9.2,3146.0,4.0,3.0,2.0,394.0,170.0,1980.0,Airport West,-37.8523,145.0603,Southern Metropolitan,10412.0,1257,3195.0354609929077
Glen Iris,2 Bell St,3,h,1310000.0,S,Marshall,28/08/2016,9.2,3146.0,3.0,1.0,2.0,464.0,102.0,1930.0,Airport West,-37.8539,145.0702,Southern Metropolitan,10412.0,1257,2314.487632508834
Glen Iris,24 Brandon St,3,h,1931000.0,S,Jellis,28/08/2016,9.2,3146.0,3.0,2.0,2.0,648.0,193.0,1975.0,Airport West,-37.8547,145.0771,Southern Metropolitan,10412.0,1257,2296.076099881094
Glen Iris,45 Rosedale Rd,4,h,2000000.0,PI,RT,28/08/2016,9.2,3146.0,3.0,2.0,4.0,401.0,107.0,1935.0,Airport West,-37.8583,145.0726,Southern Metropolitan,10412.0,1257,3937.0078740157483
Glen Iris,10 Morell St,3,h,1800000.0,SP,Jellis,8/04/2017,9.2,3146.0,3.0,1.0,3.0,732.0,138.0,1950.0,Airport West,-37.8562,145.0864,Southern Metropolitan,10412.0,1257,2068.9655172413795
Glen Iris,55 Martin Rd,5,h,1950000.0,S,Noel,13/05/2017,9.2,3146.0,5.0,2.0,2.0,794.0,206.0,1920.0,Airport West,-37.8508,145.0592,Southern Metropolitan,10412.0,1257,1950.0
Glen Iris,3 Rosedale Rd,3,h,2085000.0,S,Jellis,13/05/2017,9.2,3146.0,3.0,1.0,2.0,715.0,184.0,1950.0,Airport West,-37.8578,145.0682,Southern Metropolitan,10412.0,1257,2319.2436040044495
Glen Iris,4 Rowen St,4,h,1760000.0,PI,Jellis,13/05/2017,9.2,3146.0,4.0,3.0,3.0,622.0,160.0,1940.0,Airport West,-37.858,145.0859,Southern Metropolitan,10412.0,1257,2250.6393861892584
Glen Iris,18 Watson St,4,h,2340000.0,S,Marshall,13/05/2017,9.2,3146.0,4.0,2.0,2.0,586.0,246.0,2007.0,Airport West,-37.8541,145.0738,Southern Metropolitan,10412.0,1257,2812.5
Glen Iris,28 Martin Rd,3,h,1601000.0,S,Marshall,20/05/2017,9.2,3146.0,3.0,1.0,2.0,453.0,102.0,1930.0,Airport West,-37.8487,145.0592,Southern Metropolitan,10412.0,1257,2884.6846846846847
Glen Iris,121 High St,4,h,1910000.0,S,hockingstuart,1/07/2017,7.3,3146.0,4.0,2.0,3.0,737.0,183.0,2002.0,Airport West,-37.86231,145.07213000000004,Southern Metropolitan,10412.0,1257,2076.086956521739
Glen Iris,9 Summerhill Rd,3,h,1890000.0,S,J,3/06/2017,7.3,3146.0,3.0,1.0,2.0,554.0,169.0,1925.0,Airport West,-37.84949,145.07726,Southern Metropolitan,10412.0,1257,2614.1078838174276
Glen Iris,65 Gardiner Pde,2,h,1650000.0,PI,hockingstuart,17/06/2017,7.3,3146.0,2.0,1.0,2.0,660.0,212.0,1928.0,Airport West,-37.85671,145.0604,Southern Metropolitan,10412.0,1257,1892.2018348623853
Glen Iris,20 Britten St,5,h,2862000.0,S,Jellis,24/06/2017,7.3,3146.0,5.0,2.0,3.0,858.0,217.0,1980.0,Airport West,-37.85636,145.06405,Southern Metropolitan,10412.0,1257,2662.3255813953488
Glen Iris,8 Cloverdale Rd,5,h,2180000.0,SP,hockingstuart,24/06/2017,7.3,3146.0,5.0,3.0,2.0,595.0,246.0,2007.0,Airport West,-37.85775,145.07196000000005,Southern Metropolitan,10412.0,1257,2592.152199762188
Glen Iris,1 Hillcrest Rd,4,h,2450000.0,S,Marshall,24/06/2017,7.3,3146.0,4.0,3.0,2.0,910.0,217.0,1910.0,Airport West,-37.86194,145.07256,Southern Metropolitan,10412.0,1257,2173.913043478261
